site,participant,time_hour,participant_eta,common_eta,display_order,display_name,color_hex,fitted_melEDI_lx
BAUA,BAUA::BAUA_S001,0.25,-0.40410793473057605,-0.48899947551595424,3,Dortmund (DE),#DDCC77,0.027906492512178804
BAUA,BAUA::BAUA_S001,0.75,-0.3340059142377256,-0.6230582170861243,3,Dortmund (DE),#DDCC77,0.010391559504486142
BAUA,BAUA::BAUA_S001,1.25,-0.26377540022998447,-0.721256216519864,3,Dortmund (DE),#DDCC77,0.003506681080668844
BAUA,BAUA::BAUA_S001,1.75,-0.1931254338588044,-0.7961963737974266,3,Dortmund (DE),#DDCC77,0.0024892210436529144
BAUA,BAUA::BAUA_S001,2.25,-0.1215323550114508,-0.8599408548048723,3,Dortmund (DE),#DDCC77,0.004358250588068158
BAUA,BAUA::BAUA_S001,2.75,-0.0482839344783751,-0.9144155645607281,3,Dortmund (DE),#DDCC77,0.008968381641127746
BAUA,BAUA::BAUA_S001,3.25,0.02732904937335003,-0.952544186774636,3,Dortmund (DE),#DDCC77,0.018791362230716105
BAUA,BAUA::BAUA_S001,3.75,0.10568599398997282,-0.966937480333212,3,Dortmund (DE),#DDCC77,0.03764122008489987
BAUA,BAUA::BAUA_S001,4.25,0.18645241363234605,-0.950205774830428,3,Dortmund (DE),#DDCC77,0.07228467136272979
BAUA,BAUA::BAUA_S001,4.75,0.26826119292681583,-0.8942192993413811,3,Dortmund (DE),#DDCC77,0.13661479334957563
BAUA,BAUA::BAUA_S001,5.25,0.3485871967967304,-0.788589774339196,3,Dortmund (DE),#DDCC77,0.2630758999042986
BAUA,BAUA::BAUA_S001,5.75,0.4239046547910714,-0.6224996276526392,3,Dortmund (DE),#DDCC77,0.5330019197547766
BAUA,BAUA::BAUA_S001,6.25,0.49014333731651,-0.38513128711047745,3,Dortmund (DE),#DDCC77,1.173538416919028
BAUA,BAUA::BAUA_S001,6.75,0.5433723777338307,-0.06781580415050674,3,Dortmund (DE),#DDCC77,2.889211012634505
BAUA,BAUA::BAUA_S001,7.25,0.5805660383811367,0.31017739866332417,3,Dortmund (DE),#DDCC77,7.6757705543304775
BAUA,BAUA::BAUA_S001,7.75,0.6002674463970311,0.7100408316050759,3,Dortmund (DE),#DDCC77,20.331877589479333
BAUA,BAUA::BAUA_S001,8.25,0.6029779491905425,1.0925660955873588,3,Dortmund (DE),#DDCC77,49.507123482644644
BAUA,BAUA::BAUA_S001,8.75,0.5911603757864914,1.4186010834107543,3,Dortmund (DE),#DDCC77,102.17310921926435
BAUA,BAUA::BAUA_S001,9.25,0.5688386498271271,1.6642276800579126,3,Dortmund (DE),#DDCC77,170.92765060244454
BAUA,BAUA::BAUA_S001,9.75,0.5408780932242812,1.8413012653168663,3,Dortmund (DE),#DDCC77,240.99008969845679
BAUA,BAUA::BAUA_S001,10.25,0.5121117716228581,1.9668068172669757,3,Dortmund (DE),#DDCC77,301.14412710375603
BAUA,BAUA::BAUA_S001,10.75,0.48651535339804547,2.0577293139876036,3,Dortmund (DE),#DDCC77,350.0423702972105
BAUA,BAUA::BAUA_S001,11.25,0.46661563492875,2.129954480110884,3,Dortmund (DE),#DDCC77,394.87546134891556
BAUA,BAUA::BAUA_S001,11.75,0.45325125372083597,2.1890389224279345,3,Dortmund (DE),#DDCC77,438.72380228249165
BAUA,BAUA::BAUA_S001,12.25,0.44570754167315907,2.234879810060168,3,Dortmund (DE),#DDCC77,479.1778426667841
BAUA,BAUA::BAUA_S001,12.75,0.4421489066200234,2.267316343685496,3,Dortmund (DE),#DDCC77,512.1302829650981
BAUA,BAUA::BAUA_S001,13.25,0.44019982901046817,2.286187911105121,3,Dortmund (DE),#DDCC77,532.4835401086387
BAUA,BAUA::BAUA_S001,13.75,0.4374997204959432,2.2913521688981917,3,Dortmund (DE),#DDCC77,535.5139620370389
BAUA,BAUA::BAUA_S001,14.25,0.43208366735309495,2.2827001162427596,3,Dortmund (DE),#DDCC77,518.4418151542268
BAUA,BAUA::BAUA_S001,14.75,0.42251079965815297,2.260126300728979,3,Dortmund (DE),#DDCC77,481.44524676731584
BAUA,BAUA::BAUA_S001,15.25,0.4077521513910182,2.223525269947004,3,Dortmund (DE),#DDCC77,427.7360946905235
BAUA,BAUA::BAUA_S001,15.75,0.3869318642590829,2.1725480870673115,3,Dortmund (DE),#DDCC77,362.5435448627399
BAUA,BAUA::BAUA_S001,16.25,0.3590635844110492,2.1051477702814445,3,Dortmund (DE),#DDCC77,291.1133998701996
BAUA,BAUA::BAUA_S001,16.75,0.32292266569630523,2.0185542324742216,3,Dortmund (DE),#DDCC77,219.42141739689342
BAUA,BAUA::BAUA_S001,17.25,0.2771444548400959,1.9099947145478011,3,Dortmund (DE),#DDCC77,153.76476199532712
BAUA,BAUA::BAUA_S001,17.75,0.2205551133804315,1.7768082653069892,3,Dortmund (DE),#DDCC77,99.29473466255811
BAUA,BAUA::BAUA_S001,18.25,0.1526506455771094,1.621782821812138,3,Dortmund (DE),#DDCC77,59.38856150876269
BAUA,BAUA::BAUA_S001,18.75,0.07407148965996001,1.4554979343392862,3,Dortmund (DE),#DDCC77,33.750837968539194
BAUA,BAUA::BAUA_S001,19.25,-0.013102435770522558,1.2891323736427198,3,Dortmund (DE),#DDCC77,18.781215013185577
